Chr,Start,End,Protein
3,199796,199815,Fkh2
3,200965,200987,Fkh2
3,201066,201085,Fkh2
3,201111,201130,Fkh2
3,202003,202022,Fkh2
3,202989,203011,Fkh2
3,205410,205432,Fkh2
3,205931,205950,Fkh2
3,206379,206398,Fkh2
3,206401,206423,Fkh2
3,206808,206827,Fkh2
3,213222,213244,Fkh2
3,213531,213550,Fkh2
3,216374,216396,Fkh2
3,218065,218084,Fkh2
3,222591,222610,Fkh2
3,224513,224535,Fkh2
3,224797,224816,Fkh2
3,224995,225017,Fkh2
3,228805,228827,Fkh2
3,229457,229476,Fkh2
3,231143,231165,Fkh2
3,234486,234508,Fkh2
3,235195,235214,Fkh2
3,235921,235940,Fkh2
3,236671,236690,Fkh2
3,238011,238033,Fkh2
3,239422,239444,Fkh2
3,244600,244622,Fkh2
3,245129,245148,Fkh2
3,246655,246677,Fkh2
3,248523,248545,Fkh2
3,248828,248847,Fkh2
3,248853,248872,Fkh2
3,253624,253646,Fkh2
3,255409,255431,Fkh2
3,257842,257864,Fkh2
3,259572,259594,Fkh2
3,260188,260210,Fkh2
3,261227,261249,Fkh2
3,261251,261273,Fkh2
3,262662,262681,Fkh2
3,262683,262705,Fkh2
3,262896,262915,Fkh2
3,263219,263238,Fkh2
3,263244,263263,Fkh2
3,263339,263361,Fkh2
3,268391,268410,Fkh2
3,273152,273171,Fkh2
3,276651,276670,Fkh2
3,276659,276678,Fkh2
3,278808,278827,Fkh2
3,280893,280912,Fkh2
3,283133,283155,Fkh2
3,283172,283194,Fkh2
3,283211,283233,Fkh2
3,283214,283236,Fkh2
3,283217,283239,Fkh2
3,283220,283242,Fkh2
3,283232,283254,Fkh2
3,283235,283257,Fkh2
3,283238,283260,Fkh2
3,283241,283263,Fkh2
3,284015,284037,Fkh2
3,286614,286636,Fkh2
3,287978,287997,Fkh2
3,287989,288008,Fkh2
3,288007,288026,Fkh2
3,288597,288619,Fkh2
3,289738,289757,Fkh2
3,292593,292612,Fkh2
3,293429,293448,Fkh2
3,294493,294515,Fkh2
3,294594,294613,Fkh2
3,294636,294655,Fkh2
3,295294,295316,Fkh2
3,297500,297519,Fkh2
3,299521,299540,Fkh2
3,308513,308532,Fkh2
3,309332,309354,Fkh2
3,309338,309360,Fkh2
3,309776,309798,Fkh2
3,310912,310931,Fkh2
3,311376,311395,Fkh2
3,313758,313780,Fkh2
3,314530,314552,Fkh2
3,316572,316594,Fkh2
4,44,66,Fkh2
4,58,80,Fkh2
4,75,97,Fkh2
4,111,133,Fkh2
4,130,152,Fkh2
4,8311,8330,Fkh2
4,11351,11370,Fkh2
4,12011,12033,Fkh2
4,12703,12725,Fkh2
4,13628,13647,Fkh2
4,15287,15306,Fkh2
4,16169,16191,Fkh2
4,16172,16194,Fkh2
4,16779,16801,Fkh2
4,20143,20162,Fkh2
4,21895,21917,Fkh2
4,22558,22577,Fkh2
4,23496,23515,Fkh2
4,23763,23782,Fkh2
4,23840,23859,Fkh2
4,24666,24688,Fkh2
4,25859,25878,Fkh2
4,26135,26154,Fkh2
4,32774,32796,Fkh2
4,33945,33967,Fkh2
4,35029,35051,Fkh2
4,36848,36870,Fkh2
4,38655,38677,Fkh2
4,42611,42630,Fkh2
4,46786,46808,Fkh2
4,48898,48920,Fkh2
4,53593,53615,Fkh2
4,54900,54922,Fkh2
4,57325,57344,Fkh2
4,65851,65873,Fkh2
4,70715,70734,Fkh2
4,70908,70927,Fkh2
4,73925,73947,Fkh2
4,73959,73981,Fkh2
4,74510,74529,Fkh2
4,75983,76005,Fkh2
4,77216,77235,Fkh2
4,77234,77253,Fkh2
4,80177,80199,Fkh2
4,80523,80542,Fkh2
4,83284,83306,Fkh2
4,84978,85000,Fkh2
4,89466,89488,Fkh2
4,92539,92558,Fkh2
4,93398,93420,Fkh2
4,100465,100484,Fkh2
4,102964,102986,Fkh2
4,103166,103188,Fkh2
4,104337,104356,Fkh2
4,104378,104400,Fkh2
4,105640,105662,Fkh2
4,106562,106581,Fkh2
4,110867,110886,Fkh2
4,112847,112869,Fkh2
4,114978,115000,Fkh2
4,120132,120154,Fkh2
4,122769,122788,Fkh2
4,122957,122976,Fkh2
4,126340,126362,Fkh2
4,130131,130153,Fkh2
4,135372,135394,Fkh2
4,138932,138954,Fkh2
4,141345,141364,Fkh2
4,142504,142526,Fkh2
4,142625,142647,Fkh2
4,147637,147659,Fkh2
4,149495,149517,Fkh2
4,150503,150525,Fkh2
4,152356,152378,Fkh2
4,153362,153381,Fkh2
4,154457,154476,Fkh2
4,154918,154937,Fkh2
4,155216,155238,Fkh2
4,155894,155916,Fkh2
4,155941,155963,Fkh2
4,160128,160150,Fkh2
4,160133,160155,Fkh2
4,161653,161675,Fkh2
4,164882,164901,Fkh2
4,165215,165234,Fkh2
4,165592,165614,Fkh2
4,168357,168379,Fkh2
4,168459,168481,Fkh2
4,168462,168484,Fkh2
4,168471,168493,Fkh2
4,168549,168571,Fkh2
4,168702,168724,Fkh2
4,168705,168727,Fkh2
4,168711,168733,Fkh2
4,170503,170525,Fkh2
4,172081,172103,Fkh2
4,176938,176960,Fkh2
4,178268,178290,Fkh2
4,178598,178620,Fkh2
4,180327,180349,Fkh2
4,181504,181523,Fkh2
4,181732,181754,Fkh2
4,185919,185941,Fkh2
4,191821,191840,Fkh2
4,192648,192667,Fkh2
4,193063,193082,Fkh2
4,193405,193424,Fkh2
4,195937,195959,Fkh2
4,197344,197366,Fkh2
4,198076,198095,Fkh2
4,200842,200864,Fkh2
4,204887,204909,Fkh2
4,206485,206507,Fkh2
4,206824,206846,Fkh2
4,207989,208011,Fkh2
4,208828,208847,Fkh2
4,210899,210918,Fkh2
4,211018,211040,Fkh2
4,211622,211644,Fkh2
4,212089,212108,Fkh2
4,213447,213469,Fkh2
4,220774,220793,Fkh2
4,221484,221506,Fkh2
4,228632,228651,Fkh2
4,230896,230918,Fkh2
4,232056,232075,Fkh2
4,235485,235504,Fkh2
4,235692,235714,Fkh2
4,237600,237622,Fkh2
4,238675,238697,Fkh2
4,239564,239586,Fkh2
4,243432,243451,Fkh2
4,245515,245537,Fkh2
4,246277,246296,Fkh2
4,253066,253085,Fkh2
4,255788,255810,Fkh2
4,255940,255959,Fkh2
4,256230,256252,Fkh2
4,258365,258387,Fkh2
4,259187,259209,Fkh2
4,260514,260533,Fkh2
4,262894,262916,Fkh2
4,265051,265073,Fkh2
4,267548,267570,Fkh2
4,267709,267728,Fkh2
4,267831,267850,Fkh2
4,268882,268901,Fkh2
4,271782,271804,Fkh2
4,271794,271816,Fkh2
4,271803,271825,Fkh2
4,271806,271828,Fkh2
4,271812,271834,Fkh2
4,275835,275854,Fkh2
4,280851,280873,Fkh2
4,281992,282011,Fkh2
4,285828,285847,Fkh2
4,288122,288144,Fkh2
4,288336,288358,Fkh2
4,288380,288402,Fkh2
4,289172,289191,Fkh2
4,292397,292416,Fkh2
4,293033,293055,Fkh2
4,293842,293864,Fkh2
4,298313,298332,Fkh2
4,299735,299757,Fkh2
4,299738,299760,Fkh2
4,299866,299888,Fkh2
4,299869,299891,Fkh2
4,302258,302280,Fkh2
4,302647,302666,Fkh2
4,304729,304751,Fkh2
4,304877,304896,Fkh2
4,305002,305024,Fkh2
4,305018,305037,Fkh2
4,305089,305111,Fkh2
4,305360,305382,Fkh2
4,311132,311151,Fkh2
4,315867,315889,Fkh2
4,316804,316826,Fkh2
4,317953,317975,Fkh2
4,320852,320874,Fkh2
4,323029,323048,Fkh2
4,324203,324222,Fkh2
4,324267,324289,Fkh2
4,327339,327358,Fkh2
4,328308,328327,Fkh2
4,330687,330706,Fkh2
4,331421,331443,Fkh2
4,333026,333045,Fkh2
4,333066,333085,Fkh2
4,334120,334139,Fkh2
4,334157,334176,Fkh2
4,336632,336654,Fkh2
4,337141,337160,Fkh2
4,343414,343436,Fkh2
4,344604,344623,Fkh2
4,348242,348261,Fkh2
4,353586,353608,Fkh2
4,354327,354349,Fkh2
4,354794,354816,Fkh2
4,357046,357065,Fkh2
4,357128,357147,Fkh2
4,357758,357780,Fkh2
4,363959,363981,Fkh2
4,365800,365822,Fkh2
4,367498,367520,Fkh2
4,373618,373637,Fkh2
4,374348,374367,Fkh2
4,374469,374488,Fkh2
4,376115,376137,Fkh2
4,376897,376919,Fkh2
4,378318,378337,Fkh2
4,386994,387013,Fkh2
4,388833,388855,Fkh2
4,388861,388880,Fkh2
4,390024,390043,Fkh2
4,390385,390407,Fkh2
4,390430,390452,Fkh2
4,390433,390455,Fkh2
4,390436,390458,Fkh2
4,390439,390461,Fkh2
4,390541,390563,Fkh2
4,390544,390566,Fkh2
4,390547,390569,Fkh2
4,390571,390593,Fkh2
4,392104,392126,Fkh2
4,392772,392794,Fkh2
4,393931,393953,Fkh2
4,394451,394473,Fkh2
4,395466,395485,Fkh2
4,396527,396546,Fkh2
4,396612,396631,Fkh2
4,396969,396988,Fkh2
4,396999,397018,Fkh2
4,398104,398123,Fkh2
4,399358,399380,Fkh2
4,400906,400925,Fkh2
4,402530,402549,Fkh2
4,403519,403538,Fkh2
4,408223,408242,Fkh2
4,409059,409081,Fkh2
4,409067,409086,Fkh2
4,413346,413365,Fkh2
4,413940,413959,Fkh2
4,416101,416120,Fkh2
4,416466,416488,Fkh2
4,416533,416555,Fkh2
4,417386,417405,Fkh2
4,419626,419648,Fkh2
4,419891,419913,Fkh2
4,420419,420441,Fkh2
4,421736,421758,Fkh2
4,423681,423700,Fkh2
4,424367,424389,Fkh2
4,424689,424711,Fkh2
4,427641,427660,Fkh2
4,428154,428176,Fkh2
4,429540,429562,Fkh2
4,429603,429625,Fkh2
4,433063,433082,Fkh2
4,434952,434974,Fkh2
4,438479,438501,Fkh2
4,439756,439778,Fkh2
4,441216,441238,Fkh2
4,441240,441262,Fkh2
4,441267,441289,Fkh2
4,441270,441292,Fkh2
4,441342,441364,Fkh2
4,445016,445035,Fkh2
4,448150,448169,Fkh2
4,448609,448631,Fkh2
4,450791,450813,Fkh2
4,452502,452521,Fkh2
4,453627,453646,Fkh2
4,457686,457708,Fkh2
4,465491,465513,Fkh2
4,465874,465896,Fkh2
4,466374,466393,Fkh2
4,467578,467600,Fkh2
4,468229,468251,Fkh2
4,468254,468276,Fkh2
4,468707,468729,Fkh2
4,470739,470761,Fkh2
4,473002,473021,Fkh2
4,473861,473880,Fkh2
4,476582,476604,Fkh2
4,476745,476767,Fkh2
4,477031,477050,Fkh2
4,479187,479206,Fkh2
4,481024,481043,Fkh2
4,481438,481457,Fkh2
4,481994,482016,Fkh2
4,483634,483656,Fkh2
4,485825,485847,Fkh2
4,494597,494616,Fkh2
4,495535,495557,Fkh2
4,497438,497457,Fkh2
4,498752,498774,Fkh2
4,499346,499368,Fkh2
4,499693,499715,Fkh2
4,500864,500883,Fkh2
4,502858,502880,Fkh2
4,503133,503152,Fkh2
4,503873,503892,Fkh2
4,504838,504860,Fkh2
4,506144,506163,Fkh2
4,507611,507630,Fkh2
4,507857,507876,Fkh2
4,509556,509578,Fkh2
4,509718,509737,Fkh2
4,512418,512440,Fkh2
4,514515,514537,Fkh2
4,514955,514977,Fkh2
4,514969,514991,Fkh2
4,517605,517624,Fkh2
4,517905,517924,Fkh2
4,518271,518293,Fkh2
4,521342,521364,Fkh2
4,523559,523578,Fkh2
4,527294,527313,Fkh2
4,530389,530411,Fkh2
4,531169,531188,Fkh2
4,531206,531225,Fkh2
4,534274,534296,Fkh2
4,535054,535073,Fkh2
4,535091,535110,Fkh2
4,538159,538181,Fkh2
4,538514,538536,Fkh2
4,540468,540487,Fkh2
4,541665,541687,Fkh2
4,542308,542330,Fkh2
4,545232,545254,Fkh2
4,545727,545746,Fkh2
4,545932,545951,Fkh2
4,546043,546065,Fkh2
4,546838,546860,Fkh2
4,546853,546872,Fkh2
4,551808,551830,Fkh2
4,552724,552743,Fkh2
4,553463,553485,Fkh2
4,557245,557267,Fkh2
4,558343,558362,Fkh2
4,560474,560496,Fkh2
4,560987,561006,Fkh2
4,563065,563084,Fkh2
4,564388,564410,Fkh2
4,566344,566363,Fkh2
4,569069,569088,Fkh2
4,571891,571910,Fkh2
4,572237,572256,Fkh2
4,572689,572711,Fkh2
4,573723,573745,Fkh2
4,574051,574070,Fkh2
4,577906,577928,Fkh2
4,580144,580166,Fkh2
4,583824,583846,Fkh2
4,585490,585512,Fkh2
4,585557,585579,Fkh2
4,587316,587338,Fkh2
4,590851,590870,Fkh2
4,591220,591239,Fkh2
4,592511,592530,Fkh2
4,594096,594118,Fkh2
4,595073,595095,Fkh2
4,596101,596120,Fkh2
4,599356,599375,Fkh2
4,602202,602224,Fkh2
4,605444,605466,Fkh2
4,607151,607170,Fkh2
4,610369,610388,Fkh2
4,613530,613552,Fkh2
4,617708,617727,Fkh2
4,618599,618621,Fkh2
4,619571,619593,Fkh2
4,621909,621928,Fkh2
4,624354,624376,Fkh2
4,626853,626872,Fkh2
4,627626,627645,Fkh2
4,628148,628167,Fkh2
4,630802,630821,Fkh2
4,630964,630986,Fkh2
4,630979,630998,Fkh2
4,632048,632067,Fkh2
4,633088,633107,Fkh2
4,635560,635582,Fkh2
4,635907,635929,Fkh2
4,636786,636808,Fkh2
4,637347,637369,Fkh2
4,639488,639510,Fkh2
4,642078,642100,Fkh2
4,645489,645511,Fkh2
4,646330,646352,Fkh2
4,646770,646792,Fkh2
4,646784,646806,Fkh2
4,649588,649610,Fkh2
4,649591,649613,Fkh2
4,652615,652634,Fkh2
4,653149,653171,Fkh2
4,654337,654359,Fkh2
4,654340,654362,Fkh2
4,654343,654365,Fkh2
4,654355,654377,Fkh2
4,654361,654383,Fkh2
4,654367,654389,Fkh2
4,654373,654395,Fkh2
4,654965,654984,Fkh2
4,655298,655317,Fkh2
4,656655,656677,Fkh2
4,661613,661635,Fkh2
4,665851,665870,Fkh2
4,666363,666385,Fkh2
4,666916,666935,Fkh2
4,667610,667629,Fkh2
4,668168,668190,Fkh2
4,669302,669321,Fkh2
4,670058,670080,Fkh2
4,671118,671137,Fkh2
4,671153,671175,Fkh2
4,673510,673529,Fkh2
4,675633,675655,Fkh2
4,675923,675942,Fkh2
4,677718,677740,Fkh2
4,679738,679760,Fkh2
4,679746,679768,Fkh2
4,679776,679795,Fkh2
4,681363,681385,Fkh2
4,681741,681760,Fkh2
4,688169,688188,Fkh2
4,688426,688445,Fkh2
4,691324,691346,Fkh2
4,692195,692217,Fkh2
4,693741,693760,Fkh2
4,698834,698856,Fkh2
4,701032,701051,Fkh2
4,701989,702008,Fkh2
4,702218,702240,Fkh2
4,704692,704714,Fkh2
4,704806,704828,Fkh2
4,706687,706709,Fkh2
4,708645,708664,Fkh2
4,712744,712766,Fkh2
4,714280,714302,Fkh2
4,714567,714589,Fkh2
4,716714,716733,Fkh2
4,719082,719101,Fkh2
4,725887,725906,Fkh2
4,726949,726971,Fkh2
4,729285,729304,Fkh2
4,733728,733747,Fkh2
4,733953,733972,Fkh2
4,736968,736987,Fkh2
4,741405,741424,Fkh2
4,742032,742051,Fkh2
4,742238,742260,Fkh2
4,742502,742524,Fkh2
4,743903,743922,Fkh2
4,745701,745720,Fkh2
4,747078,747100,Fkh2
4,747081,747103,Fkh2
4,747084,747106,Fkh2
4,747087,747109,Fkh2
4,747090,747112,Fkh2
4,747093,747115,Fkh2
4,747269,747288,Fkh2
4,747489,747511,Fkh2
4,747495,747517,Fkh2
4,747498,747520,Fkh2
4,747501,747523,Fkh2
4,750161,750183,Fkh2
4,750255,750274,Fkh2
4,751030,751049,Fkh2
4,752438,752457,Fkh2
4,754065,754087,Fkh2
4,755484,755503,Fkh2
4,755628,755650,Fkh2
4,757267,757289,Fkh2
4,765280,765302,Fkh2
4,766933,766955,Fkh2
4,767102,767124,Fkh2
4,767105,767127,Fkh2
4,768935,768957,Fkh2
4,770231,770250,Fkh2
4,770715,770737,Fkh2
4,773810,773832,Fkh2
4,775762,775781,Fkh2
4,775791,775810,Fkh2
4,777703,777725,Fkh2
4,781070,781092,Fkh2
4,781419,781441,Fkh2
4,781828,781847,Fkh2
4,783664,783686,Fkh2
4,788182,788204,Fkh2
4,788886,788905,Fkh2
4,789939,789961,Fkh2
4,790259,790281,Fkh2
4,792423,792445,Fkh2
4,792938,792960,Fkh2
4,795507,795529,Fkh2
4,800876,800898,Fkh2
4,802675,802697,Fkh2
4,804708,804730,Fkh2
4,804711,804733,Fkh2
4,806957,806979,Fkh2
4,811610,811629,Fkh2
4,814314,814336,Fkh2
4,814317,814339,Fkh2
4,816346,816368,Fkh2
4,817475,817497,Fkh2
4,817552,817571,Fkh2
4,818413,818435,Fkh2
4,819242,819261,Fkh2
4,819345,819367,Fkh2
4,820796,820818,Fkh2
4,823041,823063,Fkh2
4,823202,823221,Fkh2
4,827493,827515,Fkh2
4,829026,829045,Fkh2
4,833450,833472,Fkh2
4,833694,833716,Fkh2
4,835838,835860,Fkh2
4,838082,838104,Fkh2
4,838264,838286,Fkh2
4,838488,838510,Fkh2
4,838491,838513,Fkh2
4,839601,839623,Fkh2
4,840630,840649,Fkh2
4,843755,843777,Fkh2
4,843875,843897,Fkh2
4,845295,845314,Fkh2
4,848891,848913,Fkh2
4,852655,852674,Fkh2
4,854270,854292,Fkh2
4,854624,854646,Fkh2
4,855498,855517,Fkh2
4,866201,866223,Fkh2
4,866219,866238,Fkh2
4,866654,866676,Fkh2
4,868581,868603,Fkh2
4,868856,868878,Fkh2
4,870918,870937,Fkh2
4,871072,871094,Fkh2
4,871256,871278,Fkh2
4,873175,873197,Fkh2
4,873544,873563,Fkh2
4,873844,873863,Fkh2
4,876477,876499,Fkh2
4,876491,876513,Fkh2
4,876931,876953,Fkh2
4,878094,878113,Fkh2
4,879131,879153,Fkh2
4,879571,879593,Fkh2
4,879585,879607,Fkh2
4,882389,882411,Fkh2
4,882392,882414,Fkh2
4,887179,887201,Fkh2
4,887485,887507,Fkh2
4,887524,887546,Fkh2
4,889101,889123,Fkh2
4,889327,889349,Fkh2
4,890697,890719,Fkh2
4,890721,890743,Fkh2
4,891389,891411,Fkh2
4,892453,892475,Fkh2
4,892852,892874,Fkh2
4,894572,894594,Fkh2
4,894584,894606,Fkh2
4,894592,894614,Fkh2
4,897158,897177,Fkh2
4,901300,901322,Fkh2
4,902378,902397,Fkh2
4,902660,902679,Fkh2
4,904533,904552,Fkh2
4,906921,906943,Fkh2
4,909465,909484,Fkh2
4,913938,913957,Fkh2
4,915257,915276,Fkh2
4,917391,917410,Fkh2
4,917574,917596,Fkh2
4,918981,919000,Fkh2
4,921293,921315,Fkh2
4,921827,921846,Fkh2
4,922142,922164,Fkh2
4,923060,923082,Fkh2
4,923491,923513,Fkh2
4,927592,927614,Fkh2
4,927874,927896,Fkh2
4,929408,929427,Fkh2
4,930304,930326,Fkh2
4,930307,930329,Fkh2
4,930313,930335,Fkh2
4,932099,932121,Fkh2
4,932212,932231,Fkh2
4,935882,935904,Fkh2
4,940848,940867,Fkh2
4,942594,942613,Fkh2
4,946201,946223,Fkh2
4,949712,949734,Fkh2
4,951815,951837,Fkh2
4,954306,954325,Fkh2
4,954543,954565,Fkh2
4,954972,954994,Fkh2
4,955568,955587,Fkh2
4,955608,955627,Fkh2
4,955841,955860,Fkh2
4,959171,959193,Fkh2
4,960082,960104,Fkh2
4,961535,961557,Fkh2
4,961601,961620,Fkh2
4,962154,962176,Fkh2
4,962222,962244,Fkh2
4,963484,963503,Fkh2
4,964993,965012,Fkh2
4,965635,965654,Fkh2
4,965948,965970,Fkh2
4,966969,966988,Fkh2
4,968614,968633,Fkh2
4,975995,976017,Fkh2
4,976004,976023,Fkh2
4,976543,976562,Fkh2
4,977161,977183,Fkh2
4,978949,978971,Fkh2
4,980905,980927,Fkh2
4,982525,982547,Fkh2
4,982894,982913,Fkh2
4,983194,983213,Fkh2
4,985827,985849,Fkh2
4,985841,985863,Fkh2
4,990811,990833,Fkh2
4,990814,990836,Fkh2
4,993906,993928,Fkh2
4,995728,995747,Fkh2
4,1000128,1000147,Fkh2
4,1005171,1005190,Fkh2
4,1008966,1008988,Fkh2
4,1008974,1008996,Fkh2
4,1010347,1010366,Fkh2
4,1012486,1012508,Fkh2
4,1013170,1013189,Fkh2
4,1014517,1014539,Fkh2
4,1016799,1016818,Fkh2
4,1016841,1016860,Fkh2
4,1019275,1019297,Fkh2
4,1019979,1020001,Fkh2
4,1020934,1020956,Fkh2
4,1022062,1022084,Fkh2
4,1022809,1022828,Fkh2
4,1023209,1023231,Fkh2
4,1023909,1023931,Fkh2
4,1027072,1027091,Fkh2
4,1028629,1028651,Fkh2
4,1029561,1029583,Fkh2
4,1030980,1030999,Fkh2
4,1031192,1031214,Fkh2
4,1031204,1031223,Fkh2
4,1034169,1034191,Fkh2
4,1039343,1039362,Fkh2
4,1045538,1045557,Fkh2
4,1047026,1047045,Fkh2
4,1047191,1047213,Fkh2
4,1047194,1047216,Fkh2
4,1047666,1047688,Fkh2
4,1049355,1049377,Fkh2
4,1054067,1054086,Fkh2
4,1054854,1054876,Fkh2
4,1056378,1056400,Fkh2
4,1065536,1065555,Fkh2
4,1065704,1065723,Fkh2
4,1067690,1067709,Fkh2
4,1067790,1067812,Fkh2
4,1068272,1068294,Fkh2
4,1070488,1070507,Fkh2
4,1070991,1071013,Fkh2
4,1073035,1073054,Fkh2
4,1074132,1074154,Fkh2
4,1082926,1082948,Fkh2
4,1086541,1086563,Fkh2
4,1087112,1087131,Fkh2
4,1087783,1087805,Fkh2
4,1089513,1089535,Fkh2
4,1092617,1092636,Fkh2
4,1097577,1097599,Fkh2
4,1097580,1097602,Fkh2
4,1100384,1100406,Fkh2
4,1100398,1100420,Fkh2
4,1100838,1100860,Fkh2
4,1102593,1102612,Fkh2
4,1107830,1107852,Fkh2
4,1108540,1108559,Fkh2
4,1110396,1110415,Fkh2
4,1111803,1111822,Fkh2
4,1113872,1113891,Fkh2
4,1114130,1114152,Fkh2
4,1114523,1114542,Fkh2
4,1116965,1116987,Fkh2
4,1117023,1117042,Fkh2
4,1119871,1119893,Fkh2
4,1120020,1120042,Fkh2
4,1121087,1121106,Fkh2
4,1121201,1121220,Fkh2
4,1121390,1121412,Fkh2
4,1123481,1123500,Fkh2
4,1123917,1123936,Fkh2
4,1125142,1125161,Fkh2
4,1125879,1125901,Fkh2
4,1127501,1127520,Fkh2
4,1128013,1128035,Fkh2
4,1133588,1133610,Fkh2
4,1139298,1139317,Fkh2
4,1140097,1140119,Fkh2
4,1140574,1140596,Fkh2
4,1140966,1140985,Fkh2
4,1144369,1144391,Fkh2
4,1149030,1149052,Fkh2
4,1149870,1149892,Fkh2
4,1151925,1151947,Fkh2
4,1155177,1155196,Fkh2
4,1157542,1157561,Fkh2
4,1159387,1159409,Fkh2
4,1160569,1160588,Fkh2
4,1162767,1162786,Fkh2
4,1163308,1163330,Fkh2
4,1163918,1163937,Fkh2
4,1164448,1164470,Fkh2
4,1164757,1164776,Fkh2
4,1166032,1166054,Fkh2
4,1166168,1166187,Fkh2
4,1167027,1167046,Fkh2
4,1167448,1167470,Fkh2
4,1168886,1168905,Fkh2
4,1168918,1168940,Fkh2
4,1168921,1168943,Fkh2
4,1169718,1169740,Fkh2
4,1169851,1169873,Fkh2
4,1172156,1172178,Fkh2
4,1172289,1172311,Fkh2
4,1172921,1172940,Fkh2
4,1180221,1180240,Fkh2
4,1185395,1185414,Fkh2
4,1185998,1186017,Fkh2
4,1187062,1187084,Fkh2
4,1193229,1193248,Fkh2
4,1193814,1193836,Fkh2
4,1195605,1195624,Fkh2
4,1197834,1197853,Fkh2
4,1199453,1199472,Fkh2
4,1199810,1199829,Fkh2
4,1201814,1201836,Fkh2
4,1203582,1203604,Fkh2
4,1204582,1204604,Fkh2
4,1208510,1208532,Fkh2
4,1208513,1208535,Fkh2
4,1211771,1211793,Fkh2
4,1213361,1213380,Fkh2
4,1215181,1215203,Fkh2
4,1229686,1229708,Fkh2
4,1236310,1236332,Fkh2
4,1241331,1241353,Fkh2
4,1241616,1241638,Fkh2
4,1241658,1241677,Fkh2
4,1242865,1242887,Fkh2
4,1242876,1242898,Fkh2
4,1243681,1243703,Fkh2
4,1245516,1245535,Fkh2
4,1246026,1246045,Fkh2
4,1252792,1252814,Fkh2
4,1252798,1252820,Fkh2
4,1261774,1261793,Fkh2
4,1262566,1262588,Fkh2
4,1264125,1264147,Fkh2
4,1266441,1266463,Fkh2
4,1266834,1266856,Fkh2
4,1268624,1268646,Fkh2
4,1277624,1277646,Fkh2
4,1278186,1278208,Fkh2
4,1279155,1279174,Fkh2
4,1281593,1281612,Fkh2
4,1282438,1282457,Fkh2
4,1283965,1283984,Fkh2
4,1288024,1288046,Fkh2
4,1296148,1296167,Fkh2
4,1297421,1297443,Fkh2
4,1298671,1298690,Fkh2
4,1301257,1301276,Fkh2
4,1302034,1302056,Fkh2
4,1308632,1308651,Fkh2
4,1308737,1308756,Fkh2
4,1312651,1312673,Fkh2
4,1313478,1313497,Fkh2
4,1313522,1313544,Fkh2
4,1316671,1316693,Fkh2
4,1318889,1318911,Fkh2
4,1319426,1319445,Fkh2
4,1320089,1320111,Fkh2
4,1320493,1320515,Fkh2
4,1320908,1320930,Fkh2
4,1326053,1326072,Fkh2
4,1326664,1326686,Fkh2
4,1326893,1326915,Fkh2
4,1330203,1330222,Fkh2
4,1331934,1331953,Fkh2
4,1333920,1333942,Fkh2
4,1334536,1334555,Fkh2
4,1336439,1336458,Fkh2
4,1336823,1336845,Fkh2
4,1337793,1337815,Fkh2
4,1338275,1338297,Fkh2
4,1338643,1338665,Fkh2
4,1341006,1341028,Fkh2
4,1348605,1348624,Fkh2
4,1350034,1350056,Fkh2
4,1360875,1360894,Fkh2
4,1361097,1361116,Fkh2
4,1362197,1362219,Fkh2
4,1362347,1362366,Fkh2
4,1362775,1362797,Fkh2
4,1364979,1365001,Fkh2
4,1365737,1365756,Fkh2
4,1368653,1368675,Fkh2
4,1368806,1368828,Fkh2
4,1368878,1368900,Fkh2
4,1370127,1370146,Fkh2
4,1372865,1372884,Fkh2
4,1376156,1376175,Fkh2
4,1376679,1376701,Fkh2
4,1379252,1379274,Fkh2
4,1385773,1385792,Fkh2
4,1388723,1388742,Fkh2
4,1391663,1391685,Fkh2
4,1394543,1394562,Fkh2
4,1397261,1397283,Fkh2
4,1398147,1398166,Fkh2
4,1402167,1402189,Fkh2
4,1403171,1403190,Fkh2
4,1404581,1404603,Fkh2
4,1407800,1407822,Fkh2
4,1412376,1412398,Fkh2
4,1413616,1413638,Fkh2
4,1414360,1414379,Fkh2
4,1414612,1414634,Fkh2
4,1414765,1414784,Fkh2
4,1419738,1419760,Fkh2
4,1423825,1423847,Fkh2
4,1424334,1424356,Fkh2
4,1430854,1430873,Fkh2
4,1433840,1433862,Fkh2
4,1440498,1440517,Fkh2
4,1442186,1442208,Fkh2
4,1443641,1443660,Fkh2
4,1444121,1444143,Fkh2
4,1446367,1446389,Fkh2
4,1446533,1446555,Fkh2
4,1447753,1447772,Fkh2
4,1447779,1447801,Fkh2
4,1451138,1451157,Fkh2
4,1451161,1451180,Fkh2
4,1456529,1456551,Fkh2
4,1456539,1456561,Fkh2
4,1456578,1456600,Fkh2
4,1458135,1458157,Fkh2
4,1458144,1458166,Fkh2
4,1458162,1458184,Fkh2
4,1458423,1458445,Fkh2
4,1459442,1459461,Fkh2
4,1460961,1460980,Fkh2
4,1462871,1462893,Fkh2
4,1464023,1464042,Fkh2
4,1464589,1464611,Fkh2
4,1467854,1467873,Fkh2
4,1468019,1468041,Fkh2
4,1470421,1470443,Fkh2
4,1473879,1473898,Fkh2
4,1473939,1473961,Fkh2
4,1473992,1474014,Fkh2
4,1476562,1476584,Fkh2
4,1476912,1476934,Fkh2
4,1484668,1484690,Fkh2
4,1485236,1485255,Fkh2
